DATE,IGC GOI,Wheat,Maize,Soyabeans,Rice,Barley
37627,114.04,128.93,109.5,110.57,74.14,115.22
37628,114.26,128.74,111.07,110.4,74.59,115.12
37629,114.79,129.79,113.16,109.9,74.55,115.02
37630,114.33,128.79,112.64,109.9,74.81,111.87
37631,112.44,127.26,109.5,106.69,76.11,112.53
37634,111.39,125.78,107.92,105.64,76.38,112.68
37635,111.74,126.18,108.45,106.12,76.2,112.84
37636,111.73,126.21,108.45,105.91,76.2,112.99
37637,111.7,126.07,108.45,106.05,76.2,112.89
37638,112.29,126.73,109.5,106.69,76.2,113.55
37641,112.31,126.73,109.5,106.79,76.2,113.45
37642,112.01,126.91,109.5,107.06,75.84,102.96
37643,111.96,126.37,110.02,107.5,75.84,103.03
37644,112.04,126.28,110.54,107.77,75.66,102.08
37645,112.44,126.73,109.5,108.88,75.66,103.16
37648,112.15,126.12,110.02,108.65,75.08,103.23
37649,112.72,126.67,111.07,109.26,75.08,103.3
37650,111.86,126.42,109.5,107.67,75.04,103.37
37651,112.22,126.62,110.02,108.45,75.04,101.74
37652,112.31,127.53,109.5,108.04,75.04,102.15
37655,112.45,127.85,109.5,108.21,75.08,102.22
37656,112.55,128.08,108.97,108.38,75.26,102.96
37657,112.24,128.67,108.45,107.2,75.26,102.69
37658,112.35,128.9,109.5,106.69,75.26,103.77
37659,112.26,129.31,110.02,105.85,75.26,103.84
37662,112.96,129.79,110.54,107.2,75.26,103.57
37663,113.31,129.29,111.07,108.38,75.39,103.3
37664,112.69,128.79,109.5,107.7,75.39,103.37
37665,113.32,128.65,109.5,109.39,75.22,106.14
37666,113.69,129.22,110.02,109.73,75.22,106.21
37669,113.5,128.74,110.02,109.69,75.22,105.6
37670,113.38,128.79,108.97,109.83,75.22,105.67
37671,112.86,128.4,107.92,109.46,75.22,105.73
37672,112.67,128.72,107.92,108.58,75.22,106.48
37673,112.59,128.59,105.83,109.39,75.22,106.88
37676,112.1,127.74,105.3,108.95,75.39,106.95
37677,112.12,127.15,105.3,109.53,75.39,106.68
37678,112.15,126.75,105.3,109.76,75.48,107.43
37679,111.82,125.62,105.3,109.83,75.48,107.49
37680,111.66,125.66,105.83,109.05,75.48,107.9
37683,112.13,126.51,106.88,109.19,75.66,107.29
37684,112.25,127.46,107.92,108.31,75.39,108.03
37685,111.65,126.89,107.92,107.6,75.39,108.78
37686,111.53,126.94,109.5,106.72,75.08,108.51
37687,111.26,126.02,109.5,106.69,75.08,108.91
37690,110.98,125.3,108.45,107.03,75.08,108.98
37691,110.89,124.42,107.4,108.04,75.08,109.05
37692,110.34,123.61,106.88,107.53,75.08,108.78
37693,110.7,123.44,106.88,108.88,75.08,107.15
37694,110.31,123.08,105.83,108.72,75.08,106.55
37697,109.67,122.23,104.78,108.21,75.17,105.33
37698,109.67,122.17,104.26,108.55,75.35,104.11
37699,109.46,121.94,104.26,108.21,75.35,103.57
37700,109.87,122.25,105.3,108.72,75.35,102.69
37701,109.52,121.57,104.26,108.88,75.35,101.81
37704,109,120.77,103.73,108.11,75.48,103.5
37705,109.05,120.95,102.68,108.51,75.44,104.01
37706,108.89,121.39,102.16,107.91,75.44,104.01
37707,109.49,121.48,102.16,109.49,75.44,104.01
37708,109.31,120.86,102.16,109.56,75.3,104.52
37711,110.36,121.34,105.83,109.09,77.94,106.04
37712,110.3,120.66,106.88,108.95,78.03,105.53
37713,111.18,120.88,107.92,110.84,78.16,104.52
37714,110.78,120.29,106.88,110.71,78.16,103.5
37715,111.16,120.41,107.4,111.42,78.16,103.5
37718,111.75,121.25,108.45,111.99,78.16,102.49
37719,111.74,120.84,108.45,112.23,78.16,102.99
37720,112.07,121.23,108.45,112.63,78.38,103.5
37721,111.73,121.09,107.4,112.19,78.38,104.52
37722,111.71,120.95,107.4,112.26,78.38,104.01
37725,111.94,120.63,107.92,112.97,78.38,104.01
37726,112.27,120.93,108.97,113.17,78.38,104.01
37727,111.96,120.34,107.92,113.21,78.38,104.52
37728,112.35,120.2,107.92,114.42,78.38,105.02
37729,112.41,120.24,107.92,114.62,78.38,104.52
37732,112.37,120.47,107.92,114.35,78.38,104.52
37733,112.03,120.61,107.92,113.24,78.38,104.79
37734,111.78,121.2,107.92,111.96,78.38,105.73
37735,111.77,121.25,107.4,112.02,78.38,107.02
37736,111.43,121.39,106.35,111.25,78.65,107.63
37739,111.63,120.82,104.78,112.43,80.17,108.58
37740,112.34,119.99,105.3,114.96,80.13,108.64
37741,112.71,120.04,105.3,115.81,80.21,109.39
37742,112.82,119.74,105.83,116.14,80.26,109.45
37743,113.02,119.7,106.35,116.48,80.26,109.52
37746,113.39,120.4,107.92,116.08,80.44,109.93
37747,113.74,120.73,108.45,116.51,80.44,110.33
37748,114.43,121.96,110.54,116.28,80.44,110.4
37749,114.59,122.65,110.54,116.04,80.44,111.15
37750,116.46,124.77,114.21,117.83,80.44,111.21
37753,117.13,126.19,114.21,118.51,80.35,111.96
37754,117.14,125.84,114.21,118.68,80.71,111.89
37755,117.36,125.66,114.21,119.18,80.79,112.5
37756,117.98,127.26,115.78,118.68,80.79,113.45
37757,117.95,127.79,115.78,117.83,81.29,114.73
37760,116.63,125.87,112.64,117.05,81.29,116.02
37761,116.95,126.09,112.64,117.8,81.42,115.61
37762,116.6,125.5,111.59,117.53,81.42,115.88
37763,115.46,124.2,111.07,115.74,81.42,115.48
37764,115.36,123.44,110.54,116.31,81.42,115.75
37767,115.31,123.42,110.54,116.24,81.42,116.35
37768,115.19,123.22,110.02,116.35,81.42,116.35
37769,114.36,122.32,109.5,115.27,81.42,115
37770,115.24,122.83,111.59,116.04,82.13,115.34
37771,114.8,122.9,110.54,115.3,82.13,115
37774,114.16,122.16,109.5,114.12,83.7,114.33
37775,113.99,121.85,109.5,113.95,83.7,114.05
37776,114.02,120.93,108.45,115.13,83.7,114.12
37777,114,120.98,107.4,115.47,83.7,114.87
37778,115.04,121.12,109.5,117.49,83.7,113.92
37781,114.66,121.75,108.45,116.38,83.7,113.65
37782,115.35,122.19,109.5,117.29,83.88,114.12
37783,115.43,121.66,112.11,116.68,83.88,115.61
37784,115.55,122.28,113.16,115.91,83.88,116.08
37785,114.22,120.32,111.07,114.62,83.88,117.23
37788,114.4,120,111.07,115.23,84.05,118.05
37789,114.76,120.04,111.59,116.01,84.05,117.98
37790,115.66,120.08,112.64,117.97,84.19,117.23
37791,115.97,120.02,112.64,118.91,84.19,117.17
37792,115.75,119.26,112.64,119.01,84.19,116.76
37795,115.62,118.97,111.07,119.59,84.19,116.69
37796,115.84,118.78,111.07,120.5,84.1,116.22
37797,116.22,118.85,110.54,121.24,84.1,121.83
37798,115.12,118.3,108.97,119.45,84.1,121.36
37799,115.15,117.92,108.97,119.86,84.1,121.56
37802,114.73,118.49,106.88,118.95,84.46,122.1
37803,115.04,118.71,107.4,119.38,84.46,122.51
37804,115.26,118.65,107.92,119.82,84.28,122.58
37805,115.07,118.33,108.97,119.08,84.28,122.98
37806,114.42,117.48,108.45,118.84,84.28,117.66
37809,113.7,116.12,107.92,118.27,84.19,117.61
37810,113.15,115.38,107.92,117.36,84.19,117.56
37811,113.38,116.2,107.4,117.97,84.14,117.76
37812,112.77,115.86,104.78,117.73,84.14,117.96
37813,112.95,116.32,104.26,118.17,84.14,117.91
37816,112.52,116.73,103.73,116.85,84.14,117.71
37817,111.54,117.23,101.64,114.69,84.14,117.25
37818,111.31,118.08,100.59,113.88,83.74,117.81
37819,110.98,119.47,99.54,112.23,83.74,117.86
37820,110.27,120.86,98.49,109.39,83.74,118.16
37823,110.42,121.11,99.54,109.02,83.65,119.38
37824,110.71,120.91,100.06,109.66,83.65,120.6
37825,110.47,122.14,98.49,108.45,83.79,121.56
37826,110.16,122.48,98.49,107.23,83.79,121.77
37827,110.26,122.73,98.49,107.2,83.79,122.73
37830,111.17,123.85,99.54,107.43,85.75,122.98
37831,110.85,124.17,99.54,105.98,85.75,124.3
37832,110.36,123.15,99.02,105.88,85.75,124.1
37833,110.19,124.63,97.97,104.6,85.75,123.9
37834,110.85,125.3,97.97,105.85,85.75,124.46
37837,111.25,125.55,99.02,106.05,85.75,126.43
37838,111.31,125.27,99.54,106.08,85.75,127.96
37839,112.04,126.58,100.06,106.79,85.75,129.22
37840,112.6,126.92,101.11,107.5,85.75,130.24
37841,112.84,126.82,101.11,108.04,85.97,131.25
37844,113.59,128.01,100.06,109.53,86.15,132.17
37845,115.31,129.29,104.26,111.18,86.24,133.23
37846,115.69,130.3,104.26,110.98,86.51,135.06
37847,116.32,132.03,104.26,111.45,85.97,135.87
37848,117.07,133.93,104.78,111.59,85.97,136.94
37851,118.34,134.64,106.35,113.64,85.97,137.04
37852,117.81,132.95,105.83,113.85,85.97,137.24
37853,118.34,132.77,106.35,115.06,85.97,138.71
37854,118.46,132.42,106.35,115.77,85.97,138.41
37855,119.08,132.33,107.4,116.82,86.33,138.86
37858,119.05,131.78,107.92,116.89,86.33,139.78
37859,118.89,132.03,108.45,115.77,86.51,141.25
37860,119.01,131.57,108.97,116.18,86.73,141.45
37861,119.29,130.92,108.97,117.43,86.73,142.16
37862,120.11,131.97,111.07,117.66,87.09,143.38
37865,120.27,131.97,111.07,117.7,88.16,143.38
37866,119.51,131.35,110.54,116.38,88.16,143.08
37867,120.08,131,112.64,117.26,87.98,143.02
37868,120.59,130.28,114.73,118.3,87.98,144.24
37869,119.91,129.22,112.64,118.17,87.94,145.46
37872,119.94,129.11,111.59,118.84,88.16,144.34
37873,120.39,128.74,112.11,120.19,88.16,143.94
37874,120.29,128.72,111.07,120.53,88.16,143.02
37875,120.28,127.1,108.45,123.23,88.2,142.11
37876,120.27,126.55,107.4,124.25,88.2,141.96
37879,120.12,126.71,106.88,123.98,88.2,141.55
37880,119.3,126.34,105.3,122.86,87.85,140.89
37881,119.42,125.87,105.3,123.44,87.85,140.74
37882,119.42,124.61,104.78,124.69,87.85,140.84
37883,119.99,124.59,105.83,125.77,87.85,141.45
37886,120.97,125.36,106.35,127.66,87.71,141.66
37887,121,125.94,105.83,127.52,87.54,142.01
37888,121.71,127.69,106.35,127.89,87.54,140.84
37889,122.54,129.61,107.4,128.1,87.54,141.2
37890,122.45,129.93,106.88,127.79,87.54,141.05
37893,123.71,129.66,106.88,131.27,88.52,140.69
37894,123.12,129.84,104.26,130.7,88.43,140.94
37895,123.99,130.28,104.26,132.15,89.64,140.94
37896,124.55,130.02,104.78,133.77,89.64,140.44
37897,123.82,129.13,106.88,131.51,89.64,139.42
37900,123.61,127.46,105.83,132.72,89.64,139.88
37901,123.89,126.58,106.88,133.6,90.04,140.08
37902,123.23,125.36,105.83,132.96,90.04,140.29
37903,123.89,125.2,105.83,135.02,90.04,139.73
37904,124.46,124.59,104.26,137.92,90.04,139.93
37907,125.72,125.39,105.3,140.38,90.24,138.26
37908,126.31,125.22,105.83,141.84,90.24,139.27
37909,125.77,126.1,104.26,140.25,90.24,138.76
37910,125.96,126.55,103.73,140.69,89.84,139.27
37911,126.2,126.1,103.73,141.8,89.84,138.76
37914,126.93,127.53,104.26,142.38,89.94,138.92
37915,127.7,128.77,105.83,142.78,89.84,139.02
37916,129.87,131.17,107.92,145.72,89.79,139.63
37917,132.46,133.58,113.69,148.15,89.79,140.74
37918,132.79,134.55,113.69,148.22,89.79,140.84
37921,132.84,134.39,114.21,148.25,89.79,141.05
37922,134.83,135.83,116.83,151.49,89.79,140.84
37923,136.49,136.21,119.97,154.23,89.79,141.66
37924,136.15,135.69,119.45,153.75,90.09,141.96
37925,136.54,135.98,119.97,154.3,90.09,142.52
37928,135.54,135.66,116.83,153.28,90.09,142.31
37929,133.29,135.51,113.69,148.56,89.79,142.87
37930,134.61,137.86,116.83,149.23,89.59,142.67
37931,133.96,137.81,116.31,147.54,89.59,143.48
37932,133.51,138.64,116.31,145.52,89.59,144.04
37935,134.52,139.94,115.26,147.54,89.59,146.42
37936,135.63,141.33,115.78,149.23,89.24,147.74
37937,136.94,143.43,119.45,148.89,89.24,151.35
37938,137.74,144.28,119.45,150.24,89.24,152.92
37939,138.31,145.14,119.45,150.92,89.24,154.75
